Case ID,Activity,Timestamp
C-0192,Delivered,2025-02-18 18:32:00
C-0193,Order Received,2025-03-04 00:00:00
C-0193,Payment Verified,2025-03-04 21:26:00
C-0193,Item Picked,2025-03-05 04:11:00
C-0193,Item Packed,2025-03-06 02:38:00
C-0193,Shipped,2025-03-06 23:57:00
C-0193,Delivered,2025-03-07 03:58:00
C-0194,Order Received,2025-01-02 00:00:00
C-0194,Payment Verified,2025-01-04 00:06:00
C-0194,Item Picked,2025-01-05 00:18:00
C-0194,Item Packed,2025-01-06 04:00:00
C-0194,Shipped,2025-01-07 10:49:00
C-0194,Delivered,2025-01-08 12:41:00
C-0195,Order Received,2025-02-06 00:00:00
C-0195,Payment Verified,2025-02-06 12:37:00
C-0195,Item Out of Stock,2025-02-08 08:10:00
C-0195,Customer Notified,2025-02-08 10:03:00
C-0195,Order Cancelled,2025-02-09 01:53:00
C-0196,Order Received,2025-01-15 00:00:00
C-0196,Payment Verified,2025-01-16 00:18:00
C-0196,Item Picked,2025-01-16 21:50:00
C-0196,Item Packed,2025-01-18 01:00:00
C-0196,Shipped,2025-01-19 22:40:00
C-0196,Delivered,2025-01-20 06:45:00
C-0197,Order Received,2025-01-07 00:00:00
C-0197,Payment Verified,2025-01-08 02:33:00
C-0197,Item Picked,2025-01-09 02:56:00
C-0197,Item Packed,2025-01-10 13:46:00
C-0197,Shipped,2025-01-11 11:11:00
C-0197,Return Requested,2025-01-13 01:19:00
C-0198,Order Received,2025-01-01 00:00:00
C-0198,Payment Verified,2025-01-02 17:13:00
C-0198,Item Picked,2025-01-03 18:45:00
C-0198,Item Packed,2025-01-04 08:13:00
C-0198,Shipped,2025-01-05 02:34:00
C-0198,Delivered,2025-01-06 17:59:00
C-0199,Order Received,2025-02-26 00:00:00
C-0199,Payment Verified,2025-02-27 00:38:00
C-0199,Item Picked,2025-02-28 06:28:00
C-0199,Quality Check,2025-02-28 13:55:00
C-0199,Item Packed,2025-02-28 15:43:00
C-0199,Shipped,2025-02-28 19:36:00
C-0199,Delivered,2025-03-01 07:52:00
C-0200,Order Received,2025-03-27 00:00:00
C-0200,Payment Verified,2025-03-27 10:58:00
C-0200,Item Picked,2025-03-27 19:01:00
C-0200,Item Packed,2025-03-29 10:22:00
C-0200,Shipped,2025-03-29 15:40:00
C-0200,Delivered,2025-03-30 20:14:00
